customer_id,TBS
2301,20.666666666666668
2339,118.0
2344,35.125
2353,77.33333333333333
2357,7.0
2381,83.66666666666667
2388,68.75
2409,80.66666666666667
2410,23.77777777777778
2428,90.0
2452,15.714285714285714
2455,23.0
2460,40.0
2495,11.678571428571429
2497,9.583333333333334
2500,105.0
2514,171.0
2523,31.4
2526,41.5
2540,38.5
2542,7.0
2551,58.666666666666664
2557,38.333333333333336
2559,102.0
2562,6.0
2563,22.571428571428573
2578,13.0
2588,59.0
2591,11.0
2593,43.0
2600,44.0
2607,65.0
2610,74.0
2612,94.33333333333333
2623,3.0
2653,37.125
2663,90.0
2665,30.0
2666,47.5
2684,32.666666666666664
2695,114.0
2704,29.75
2712,78.0
2721,109.33333333333333
2726,21.466666666666665
2727,22.357142857142858
2746,50.2
2751,19.5
2755,105.0
2773,68.4
2784,41.714285714285715
2798,53.0
2804,20.0
2812,64.0
2814,3.0
2818,8.0
2823,43.714285714285715
2837,19.875
2844,7.733333333333333
2848,74.5
2851,115.0
2874,24.333333333333332
2875,107.0
2882,49.833333333333336
2927,65.0
2952,1.0
2959,9.0
2979,280.0
2995,142.0
3007,23.0
3017,6.0
3023,54.8
3047,27.125
3048,32.5
3081,8.0
3089,49.0
3098,9.0
3121,78.0
3122,2.0
3126,34.333333333333336
3127,119.0
3129,37.0
3130,56.0
3132,125.0
3168,57.6
3171,121.0
3217,81.0
3220,86.0
3222,27.0
3226,6.0
3251,107.66666666666667
3252,19.846153846153847
3257,44.5
3281,167.0
3283,20.666666666666668
3287,139.0
3321,39.142857142857146
3342,15.0
3360,31.571428571428573
3364,4.166666666666667
3365,14.0
3375,33.75
3395,58.333333333333336
3408,76.0
3409,20.5
3417,49.0
3429,58.0
3462,94.33333333333333
3466,28.0
3468,4.0
3473,107.0
3476,96.0
3480,81.0
3488,51.5
3491,61.0
3503,89.0
3518,33.0
3523,48.8
3531,83.33333333333333
3535,5.0
3536,18.0
3543,36.25
3554,52.666666666666664
3558,25.0
3560,9.5
3569,252.0
3572,236.0
3580,14.0
3616,32.0
3626,71.75
3628,106.0
3630,73.0
3631,12.5
3654,3.0
3659,45.5
3676,93.0
3684,17.666666666666668
3699,17.0
3709,5.0
3712,15.0
3714,285.0
3719,192.0
3722,73.0
3738,10.0
3755,9.0
3770,56.0
3775,14.0
3781,82.66666666666667
3782,7.6
3795,21.0
3801,24.8
3804,20.142857142857142
3808,27.2
3818,8.9
3825,13.0
3828,132.0
3829,20.923076923076923
3839,80.66666666666667
3844,15.818181818181818
3846,23.666666666666668
3865,17.0
3868,35.666666666666664
3872,104.0
3896,303.0
3901,77.0
3905,38.75
3928,11.0
3935,38.8
3951,27.714285714285715
3953,53.666666666666664
3988,7.428571428571429
4010,7.8
4022,83.0
4027,12.333333333333334
4028,112.0
4040,7.0
4045,7.75
4055,10.076923076923077
4067,22.833333333333332
4093,29.0
4099,6.0
4121,7.0
4162,13.285714285714286
4164,161.0
4165,41.875
4174,13.5
4197,13.5
4201,86.5
4214,49.666666666666664
4226,175.0
4231,7.5
4235,1.0
4238,158.0
4252,27.5
4270,51.0
4283,12.416666666666666
4316,87.33333333333333
4323,65.0
4332,16.75
4342,21.0
4348,65.4
4350,15.25
4374,45.5
4404,3.5
4405,25.0
4414,36.0
4433,2.0
4440,99.0
4456,79.0
4464,34.666666666666664
4496,21.333333333333332
4501,53.333333333333336
4504,9.0
4508,48.0
4524,18.0
4555,83.0
4556,48.666666666666664
4566,5.636363636363637
4572,2.0
4575,21.0
4578,4.4
4583,189.0
4596,94.0
4610,50.0
4619,21.333333333333332
4626,27.0
4651,18.0
4676,54.333333333333336
4679,49.75
4693,11.0
4708,1.0
4721,27.272727272727273
4726,33.6
4727,6.5
4741,7.7
4749,15.0
4756,18.666666666666668
4757,37.0
4760,83.5
4771,4.333333333333333
4773,43.333333333333336
4789,120.0
4791,41.714285714285715
4799,320.0
4811,5.0
4816,34.0
4817,21.5
4819,98.0
4820,13.0
4827,277.0
4830,11.142857142857142
4834,24.0
4835,22.307692307692307
4843,76.0
4846,27.0
4902,16.4
4909,30.6
4912,13.5
4916,42.57142857142857
4918,4.0
4922,1.0
4945,63.333333333333336
4965,5.0
4974,40.666666666666664
4985,19.88888888888889
5002,21.75
5009,23.0
5014,19.928571428571427
5022,132.5
5030,104.0
5046,44.0
5047,46.0
5048,12.0
5051,52.6
5060,65.0
5071,32.0
5081,5.666666666666667
5084,21.0
5090,106.66666666666667
5094,21.9
5103,106.0
5113,16.0
5118,51.0
5129,45.5
5134,136.0
5148,53.0
5155,2.0
5158,58.0
5168,5.8125
5183,97.66666666666667
5190,42.833333333333336
5194,21.0
5199,114.5
5200,43.5
5213,27.0
5217,12.8
5230,33.5
5236,204.0
5245,124.0
5281,1.0
5285,74.0
5292,70.5
5295,33.25
5325,166.0
5340,35.8
5359,41.5
5363,3.0
5373,26.6
5379,81.33333333333333
5397,41.0
5417,6.0
5419,26.0
5433,21.5
5440,2.0
5441,69.0
5451,118.0
5475,10.045454545454545
5480,71.0
5482,25.5
5485,20.5
5492,33.0
5528,189.0
5536,153.0
5544,70.0
5574,72.5
5580,90.5
5588,16.0
5598,39.333333333333336
5618,26.0
5625,115.0
5628,136.0
5631,18.0
5639,5.0
5640,24.0
5645,289.0
5661,11.454545454545455
5664,39.0
5677,21.25
5695,67.0
5708,37.666666666666664
5714,70.25
5720,43.0
5736,73.66666666666667
5737,1.0
5738,47.0
5747,85.0
5757,43.0
5762,15.0
5785,165.0
5787,37.833333333333336
5791,18.0
5794,42.166666666666664
5795,24.5
5824,6.0
5835,99.66666666666667
5855,122.5
5876,59.5
5882,18.733333333333334
5907,64.0
5911,15.0
5916,141.5
5937,27.2
5948,104.0
5960,26.5
5964,31.166666666666668
5966,22.833333333333332
5971,30.0
5981,15.0
6013,9.666666666666666
6015,27.125
6018,16.0
6022,12.5
6032,27.0
6034,72.25
6042,17.571428571428573
6055,21.75
6057,43.75
6058,45.666666666666664
6077,94.0
6080,16.0
6081,14.5
6086,2.0
6101,65.0
6108,59.0
6112,22.357142857142858
6113,41.666666666666664
6115,56.5
6116,57.5
6130,96.0
6157,3.0
6162,18.0
6170,18.0
6176,71.0
6189,23.5
6207,149.0
6210,89.5
6214,20.0
6220,29.75
6222,6.0
6231,16.5
6239,44.5
6247,26.09090909090909
6260,3.0
6263,16.733333333333334
6298,12.5
6307,21.5
6333,25.333333333333332
6336,134.0
6387,257.0
6394,43.5
6405,65.6
6409,80.0
6413,31.5
6433,57.2
6436,19.0
6439,104.5
6443,29.666666666666668
6448,116.0
6456,22.6
6462,92.66666666666667
6474,22.363636363636363
6485,49.0
6486,3.0
6517,53.666666666666664
6534,67.0
6535,57.0
6548,25.0
6552,11.4
6561,6.4
6563,36.857142857142854
6569,70.0
6579,25.0
6585,3.0
6600,198.0
6612,241.0
6613,151.0
6617,3.0
6625,81.0
6629,14.625
6638,17.0
6653,51.0
6658,42.8
6674,9.571428571428571
6693,110.0
6700,90.0
6707,15.333333333333334
6715,16.25
6718,44.714285714285715
6734,33.57142857142857
6748,31.4
6753,20.5
6759,146.0
6761,188.0
6779,48.666666666666664
6780,5.0
6796,46.666666666666664
6797,25.636363636363637
6801,10.3
6814,267.0
6826,28.6
6828,39.42857142857143
6832,1.0
6841,15.0
6849,96.0
6864,71.66666666666667
6881,15.666666666666666
6886,27.0
6892,158.0
6902,4.0
6933,118.0
6955,7.5
6973,50.0
6984,26.4
7004,16.41176470588235
7014,22.0
7026,46.0
7032,54.4
7044,102.0
7083,308.0
7099,64.5
7101,17.0
7105,152.5
7109,15.0
7116,3.0
7128,6.0
7133,116.5
7148,49.0
7160,26.09090909090909
7163,12.5
7173,93.0
7174,146.5
7206,10.4
7209,7.0
7230,5.333333333333333
7237,197.0
7245,99.66666666666667
7252,34.8
7260,16.714285714285715
7270,21.0
7278,73.0
7281,205.0
7287,48.75
7312,317.0
7313,30.0
7319,26.4
7328,10.0
7339,171.0
7343,12.0
7347,141.0
7352,7.5
7380,25.75
7396,14.25
7408,69.0
7409,16.526315789473685
7412,35.0
7415,92.0
7420,40.4
7437,54.666666666666664
7438,25.0
7444,24.75
7466,2.5
7480,7.0
7492,44.333333333333336
7494,5.0
7498,39.6
7499,53.333333333333336
7516,51.0
7517,72.25
7535,48.5
7539,14.5
7541,4.0
7554,41.6
7556,76.5
7580,1.0
7583,3.0
7585,31.8
7609,10.0
7621,2.6666666666666665
7630,6.0
7635,16.666666666666668
7664,17.333333333333332
7666,20.0
7674,9.5
7696,79.0
7701,17.0
7721,86.0
7729,13.333333333333334
7738,62.8
7741,66.66666666666667
7748,12.0
7757,23.0
7786,75.0
7793,25.428571428571427
7794,99.0
7810,103.5
7812,29.0
7815,47.0
7817,77.0
7818,23.5
7835,75.66666666666667
7838,32.0
7851,56.0
7874,26.11111111111111
7877,3.0
7882,130.0
7888,2.0
7890,15.375
7901,38.8
7910,24.166666666666668
7923,7.8
7924,12.0
7963,4.0
7972,93.0
7994,51.0
8000,20.5
8015,28.7
8016,49.0
8036,120.5
8044,31.75
8046,50.0
8057,47.0
8061,16.5
8075,20.125
8086,7.0
8087,47.57142857142857
8092,10.0
8100,7.0
8108,42.333333333333336
8143,21.88888888888889
8153,45.25
8160,1.0
8192,33.888888888888886
8194,28.0
8211,28.142857142857142
8215,34.5
8230,181.0
8240,14.25
8245,4.0
8252,5.0
8260,143.0
8262,37.4
8281,6.0
8309,41.4
8311,18.0
8316,26.0
8332,46.0
8350,17.0
8358,9.0
8368,71.0
8377,29.0
8378,1.0
8381,15.0
8385,44.666666666666664
8386,42.0
8387,147.0
8391,60.0
8423,19.0
8435,56.0
8447,9.933333333333334
8451,43.6
8452,30.833333333333332
8462,46.57142857142857
8476,65.25
8484,104.0
8488,11.5
8527,24.0
8560,48.0
8570,33.2
8583,64.66666666666667
8584,45.0
8586,68.0
8589,17.666666666666668
8594,43.0
8602,34.666666666666664
8617,19.0625
8623,91.5
8624,11.807692307692308
8625,16.2
8637,17.6
8653,69.0
8655,40.285714285714285
8663,46.833333333333336
8664,145.0
8675,40.0
8676,13.0
8685,1.0
8693,13.142857142857142
8695,61.0
8709,6.333333333333333
8710,45.0
8724,10.0
8725,31.0
8729,15.0
8732,10.0
8767,63.4
8788,32.5
8795,15.333333333333334
8829,1.0
8837,58.0
8839,3.0
8846,9.75
8847,128.5
8851,2.0
8854,13.5
8873,17.846153846153847
8885,31.0
8918,52.0
8923,32.0
8932,89.0
8957,59.0
8973,13.5
9002,26.0
9020,111.66666666666667
9030,29.0
9036,35.0
9037,95.0
9038,27.0
9048,32.0
9050,156.0
9072,16.0
9075,38.0
9082,12.75
9085,20.5
9088,50.833333333333336
9134,43.75
9177,114.0
9181,4.5
9200,98.0
9201,5.5
9208,19.5
9210,34.5
9226,42.0
9233,62.5
9260,24.153846153846153
9261,33.666666666666664
9266,25.714285714285715
9270,52.666666666666664
9275,73.0
9284,183.0
9297,23.25
9311,30.88888888888889
9323,19.384615384615383
9348,23.5
9351,12.833333333333334
9352,21.0
9353,103.66666666666667
9385,55.0
9386,141.0
9388,20.76923076923077
9396,15.15
9409,116.0
9416,8.2
9421,17.666666666666668
9432,26.428571428571427
9437,251.0
9442,3.0
9471,12.285714285714286
9484,182.0
9490,52.0
9494,13.0
9514,74.33333333333333
9520,18.875
9524,259.0
9525,1.0
9557,30.0
9568,16.0
9605,19.166666666666668
9612,31.666666666666668
9621,7.2
9636,21.5
9644,77.66666666666667
9670,56.0
9696,33.666666666666664
9703,12.571428571428571
9711,54.8
9712,145.0
9719,5.0
9720,3.0
9723,91.0
9727,6.0
9730,10.25
9733,9.0
9740,6.0
9741,47.5
9745,34.4
9746,62.75
9766,13.0
9771,92.66666666666667
9773,67.66666666666667
9776,175.0
9788,7.5
9814,22.2
9830,24.166666666666668
9843,11.0
9844,81.66666666666667
9860,64.0
9861,183.0
9883,43.0
9892,11.8
9904,33.0
9906,67.5
9919,4.0
9928,99.5
9939,110.5
9947,29.0
9950,36.25
9957,23.285714285714285
9976,75.0
9978,77.0
9981,125.0
9984,70.0
9986,36.142857142857146
9988,16.0
9998,2.0
10012,28.0
10013,52.0
10035,5.5
10054,75.0
10086,64.2
10087,126.0
10101,40.0
10103,9.0
10115,29.0
10156,9.8
10179,9.25
10192,51.833333333333336
10194,91.0
10205,39.0
10262,29.0
10269,6.0
10270,25.0
10276,42.5
10284,9.5
10308,24.833333333333332
10309,47.4
10317,86.5
10325,37.0
10336,15.0
10344,25.75
10363,13.5
10374,11.25
10382,26.0
10383,36.0
10385,172.0
10388,12.578947368421053
10394,1.0
10414,57.2
10422,32.142857142857146
10437,43.333333333333336
10444,3.0
10456,51.0
10462,155.0
10479,42.0
10482,4.5
10487,16.19047619047619
10500,11.5
10516,18.6
10529,39.5
10534,57.0
10538,60.0
10541,18.833333333333332
10548,5.5
10565,8.0
10578,25.0
10584,60.0
10597,21.666666666666668
10606,15.8
10613,13.0
10621,106.0
10642,48.0
10662,85.33333333333333
10665,27.2
10666,314.0
10674,94.0
10682,112.5
10691,26.0
10699,22.0
10701,117.5
10706,14.0
10723,77.0
10738,55.0
10739,77.5
10752,108.0
10765,41.0
10770,6.0
10775,7.0
10784,33.5
10792,107.0
10798,102.0
10803,69.75
10804,23.0
10805,69.0
10828,55.25
10831,13.666666666666666
10837,61.0
10838,44.0
10854,16.0
10855,75.0
10868,8.38888888888889
10873,5.0
10877,230.0
10880,104.0
10893,17.5
10906,78.25
10909,63.2
10922,257.0
10934,175.0
10938,18.6
10940,112.5
10946,48.0
10948,112.0
10970,29.0
10979,40.0
10996,65.0
11002,51.0
11004,32.8
11009,9.25
11011,8.142857142857142
11012,45.0
11032,156.0
11038,78.25
11043,19.846153846153847
11044,25.5
11060,3.0
11066,16.5
11074,34.0
11086,31.8
11089,23.4
11102,44.333333333333336
11120,95.0
11128,44.0
11140,33.42857142857143
11142,17.5
11143,132.0
11149,8.5
11174,22.545454545454547
11183,28.0
11185,34.1
11198,65.0
11213,7.75
11218,40.0
11224,20.5
11225,20.0
11227,78.66666666666667
11256,58.2
11275,53.0
11292,35.0
11302,40.333333333333336
11324,19.166666666666668
11329,146.0
11344,35.333333333333336
11350,4.333333333333333
11378,32.5
11395,36.4
11396,8.666666666666666
11411,6.714285714285714
11420,68.0
11429,121.0
11433,17.0
11434,236.0
11438,160.0
11442,99.0
11456,19.5
11460,141.0
11465,14.0
11473,55.0
11476,38.0
11512,28.0
11519,42.5
11541,33.666666666666664
11544,29.0
11566,97.0
11580,71.0
11649,41.0
11653,33.0
11669,10.5
11672,33.77777777777778
11682,94.0
11685,65.0
11717,26.3
11758,18.0
11780,4.666666666666667
11790,39.6
11792,48.0
11795,48.0
11828,2.0
11834,5.0
11841,13.0
11844,3.0
11850,3.0
11869,21.0
11873,135.0
11877,25.2
11908,34.5
11929,34.0
11930,24.0
11942,81.0
11950,43.333333333333336
11955,4.0
11967,60.0
11977,6.333333333333333
11984,47.75
11999,15.0
12005,54.666666666666664
12021,120.0
12027,8.75
12029,121.0
12033,129.0
12039,17.5
12061,12.333333333333334
12067,27.2
12081,35.0
12084,86.0
12086,20.5
12119,21.5
12145,12.0
12153,4.0
12160,59.0
12163,48.333333333333336
12168,17.0
12187,51.0
12206,17.5
12235,2.0
12239,23.5
12248,22.0
12256,22.0
12262,4.0
12268,27.0
12275,28.0
12285,32.0
12296,44.0
12298,169.0
12304,97.0
12331,66.0
12332,115.5
12337,71.0
12366,8.0
12388,28.666666666666668
12412,43.0
12416,10.588235294117647
12423,33.4
12426,64.0
12448,3.0
12452,45.666666666666664
12457,10.0
12471,12.0
12475,27.0
12501,38.25
12507,27.0
12516,14.25
12538,10.25
12539,7.0
12545,39.0
12567,91.5
12604,206.0
12611,8.0
12612,44.0
12620,3.0
12621,20.0
12628,6.066666666666666
12630,11.4
12650,12.88888888888889
12676,20.5
12686,7.0
12692,28.0
12699,20.25
12711,20.0
12716,20.0
12734,22.5
12759,7.0
12765,223.0
12779,89.5
12790,73.0
12795,27.0
12802,21.0
12805,34.333333333333336
12807,48.5
12810,104.0
12822,39.75
12848,78.5
12853,244.0
12866,19.0
12868,80.33333333333333
12873,3.0
12876,33.2
12878,23.2
12918,67.75
12919,57.0
12922,120.0
12939,87.0
12945,21.0
12968,3.5
12970,81.75
12976,36.111111111111114
12980,27.0
12989,20.714285714285715
12993,31.625
13004,25.333333333333332
13010,58.0
13040,34.142857142857146
13058,48.25
13077,35.0
13095,111.33333333333333
13105,27.0
13115,125.0
13121,31.285714285714285
13128,28.428571428571427
13134,16.5
13135,17.25
13137,48.0
13138,54.5
13157,22.0
13166,27.6
13177,21.428571428571427
13199,20.0
13227,33.0
13230,8.0
13240,76.0
13247,39.875
13254,3.6666666666666665
13255,182.0
13270,11.833333333333334
13283,50.0
13292,89.66666666666667
13298,22.0
13299,93.33333333333333
13315,147.0
13330,6.0
13352,6.0
13375,130.0
13377,5.0
13380,11.0
13382,28.0
13385,12.166666666666666
13388,43.0
13395,5.0
13401,40.25
13481,43.333333333333336
13500,7.25
13506,21.0
13510,14.0
13553,280.0
13559,36.333333333333336
13579,157.0
13596,74.0
13618,20.666666666666668
13627,52.166666666666664
13642,10.0
13646,85.0
13672,89.0
13693,10.5
13700,11.0
13702,50.6
13715,51.0
13728,17.0
13730,28.428571428571427
13738,13.0
13752,41.333333333333336
13778,56.0
13782,15.181818181818182
13785,25.25
13790,53.8
13793,24.25
13810,18.0
13833,98.0
13848,1.0
13857,13.5
13858,28.666666666666668
13891,131.0
13900,5.0
13914,21.666666666666668
13927,46.0
13933,25.0
13940,10.0
13969,217.0
13975,28.833333333333332
13976,14.833333333333334
14000,31.0
14030,24.0
14032,90.0
14047,12.5
14056,48.5
14057,51.0
14064,97.0
14074,165.0
14085,56.0
14089,11.0
14095,37.42857142857143
14117,31.6
14142,13.0
14143,73.0
14149,37.5
14161,19.857142857142858
14170,108.0
14185,25.0
14188,18.0
14196,70.0
14206,15.090909090909092
14207,21.166666666666668
14216,13.0
14222,15.666666666666666
14241,18.066666666666666
14246,85.0
14250,36.857142857142854
14283,14.5
14302,38.5
14317,45.0
14322,43.8
14343,24.75
14379,31.0
14392,238.0
14395,16.6
14397,33.333333333333336
14401,13.0
14402,8.0
14403,45.0
14407,42.0
14421,3.0
14423,63.0
14433,50.666666666666664
14450,35.0
14457,30.0
14473,4.0
14481,80.5
14484,55.0
14498,112.5
14530,35.4
14541,74.0
14553,10.0
14571,34.333333333333336
14591,141.0
14595,79.66666666666667
14611,50.0
14629,89.0
14663,28.666666666666668
14680,9.777777777777779
14681,7.0
14690,45.333333333333336
14703,14.5
14714,31.25
14715,58.75
14724,191.0
14735,158.0
14742,29.0
14749,9.5
14759,36.0
14769,21.0
14781,34.666666666666664
14807,7.333333333333333
14825,53.0
14861,66.0
14863,6.5
14886,207.0
14904,34.0
14907,18.75
14910,55.333333333333336
14924,22.5
14928,36.333333333333336
14930,41.666666666666664
14941,13.5
14946,45.833333333333336
14948,57.0
14956,19.2
14958,14.5
14959,45.0
14973,14.0
14989,37.0
14995,112.5
15005,24.5
15016,41.333333333333336
15029,3.3333333333333335
15067,20.555555555555557
15068,9.333333333333334
15071,248.0
15088,6.5
15098,57.5
15100,15.0
15105,48.666666666666664
15124,129.0
15126,14.0
15133,1.0
15134,7.0
15148,6.571428571428571
15149,20.0
15159,40.5
15163,44.25
15165,161.0
15190,31.0
15203,79.0
15225,83.0
15257,82.33333333333333
15260,163.0
15271,75.0
15275,47.25
15318,22.625
15320,13.0
15321,44.714285714285715
15328,21.833333333333332
15350,31.142857142857142
15359,22.666666666666668
15360,9.333333333333334
15379,39.5
15386,40.0
15399,31.625
15401,9.5
15417,2.0
15427,59.0
15429,22.0
15465,35.0
15502,171.0
15506,16.0
15514,27.5
15528,25.0
15543,16.5
15555,113.5
15568,23.0
15581,40.333333333333336
15582,96.0
15584,76.0
15588,52.0
15594,22.454545454545453
15608,118.0
15610,25.0
15612,33.5
15615,39.333333333333336
15632,148.5
15638,61.5
15642,261.0
15651,6.0
15652,58.333333333333336
15654,85.0
15658,82.0
15663,55.4
15665,38.8
15676,36.2
15680,43.25
15708,157.0
15715,30.0
15717,144.5
15720,5.555555555555555
15723,15.545454545454545
15733,85.0
15739,41.0
15759,36.5
15765,16.0
15769,3.0
15796,39.666666666666664
15805,127.0
15817,12.0
15830,27.333333333333332
15833,62.4
15837,116.0
15838,11.428571428571429
15839,329.0
15844,17.666666666666668
15850,69.0
15851,17.0
15862,23.0
15882,42.0
15918,11.875
15930,157.0
15933,12.333333333333334
15935,17.0
15941,87.0
15946,21.125
16001,59.5
16002,16.0
16038,13.0
16039,4.0
16041,44.5
16050,136.0
16061,6.333333333333333
16072,77.0
16076,41.75
16081,4.0
16095,4.0
16100,55.75
16109,101.5
16132,117.0
16140,12.8
16154,38.0
16156,18.071428571428573
16164,5.5
16169,163.0
16170,8.5
16211,22.857142857142858
16218,5.0
16229,36.888888888888886
16240,278.0
16242,96.0
16243,237.0
16253,63.75
16259,24.333333333333332
16264,24.0
16280,25.0
16292,15.25
16300,106.0
16309,19.5
16312,17.6
16320,25.5
16330,6.0
16333,15.0
16339,82.0
16345,42.75
16347,92.0
16368,20.2
16369,11.333333333333334
16382,205.0
16387,18.0
16401,112.0
16414,25.75
16417,79.33333333333333
16431,144.0
16436,8.0
16453,36.42857142857143
16455,32.5
16464,14.5
16468,30.5
16473,35.0
16474,13.0
16478,35.0
16480,45.166666666666664
16498,21.2
16509,279.0
16528,148.0
16537,66.5
16544,2.0
16547,143.5
16565,17.857142857142858
16570,61.5
16572,29.0
16594,72.0
16598,59.0
16611,1.0
16627,65.8
16648,143.0
16662,1.0
16664,18.5
16665,23.88888888888889
16677,36.875
16695,50.8
16702,128.0
16711,11.0
16745,20.0
16775,31.8
16779,30.6
16780,4.625
16784,7.0
16787,18.5
16792,11.0
16810,74.0
16856,23.833333333333332
16870,14.25
16875,27.9
16889,48.5
16890,7.5
16906,29.0
16914,14.5
16921,200.0
16929,33.333333333333336
16930,38.5
16933,131.0
16943,68.75
16944,21.571428571428573
16957,25.0
16968,70.33333333333333
17006,280.0
17016,29.333333333333332
17031,8.0
17035,27.666666666666668
17038,45.0
17048,19.0
17059,1.5
17069,5.0
17070,20.5
17081,45.5
17092,313.0
17108,39.666666666666664
17130,61.0
17154,5.0
17155,28.6
17156,15.666666666666666
17167,52.0
17182,2.5
17198,15.333333333333334
17208,21.0
17210,79.0
17213,69.66666666666667
17214,30.4
17279,21.77777777777778
17291,21.0
17294,15.75
17302,18.333333333333332
17322,30.666666666666668
17331,340.0
17360,9.0
17382,27.363636363636363
17384,99.0
17387,21.25
17394,16.714285714285715
17395,25.5
17402,82.0
17419,53.5
17427,58.5
17455,59.666666666666664
17462,31.333333333333332
17464,7.0
17480,12.666666666666666
17491,14.428571428571429
17493,181.0
17498,5.75
17502,86.0
17512,132.5
17526,27.0
17527,155.0
17529,30.25
17552,9.0
17556,222.0
17558,27.0
17562,1.0
17569,21.0
17580,131.5
17596,3.0
17602,3.5
17605,21.8
17615,24.4
17623,16.0
17634,74.5
17641,17.0
17643,28.272727272727273
17653,95.5
17665,85.0
17668,33.5
17695,38.6
17698,14.0
17709,61.0
17711,284.0
17717,16.4
17725,14.285714285714286
17732,74.0
17739,89.66666666666667
17742,67.0
17746,158.0
17750,30.125
17771,82.66666666666667
17774,27.6
17780,150.5
17781,33.25
17785,244.0
17786,55.5
17802,31.636363636363637
17822,177.0
17830,93.0
17838,88.33333333333333
17842,29.166666666666668
17856,76.66666666666667
17864,97.66666666666667
17868,7.666666666666667
17896,2.2
17910,162.0
17940,67.0
17946,6.0
17948,30.857142857142858
17949,16.0
17950,78.0
17957,41.0
17960,7.8
17965,45.5
17967,6.0
17972,28.0
17973,13.9
17977,129.0
17984,88.33333333333333
17989,63.666666666666664
18011,22.5
18017,61.8
18019,61.0
18026,10.0
18028,342.0
18045,137.5
18053,41.5
18101,61.5
18107,14.0
18111,83.0
18112,19.0
18125,31.3
18128,9.875
18132,124.0
18139,51.666666666666664
18145,53.0
18149,16.5
18154,9.4
18174,49.142857142857146
18192,20.363636363636363
18194,24.22222222222222
18195,6.0
18200,153.0
18201,14.666666666666666
18205,17.333333333333332
18210,26.0
18217,46.0
18231,93.0
18249,1.0
